TRANSACTION_ID,TRANSACTION_GROUP_ID,STORE_ID,PRODUCT_ID,PURCHASE_DATE,QUANTITY,TOTAL_VALUE
45,42,352,128.0,2024-06-08,26,33.800000000000004
46,46,352,122.0,2024-07-26,13,12.74
47,46,352,19.0,2024-07-26,6,3.4799999999999995
48,46,352,114.0,2024-07-26,10,23.599999999999998
49,46,352,106.0,2024-07-26,3,2.58
50,50,352,103.0,2024-04-29,4,8.6
51,50,352,24.0,2024-04-29,4,4.12
52,52,352,110.0,2023-10-30,22,28.380000000000003
53,52,352,24.0,2023-10-30,10,10.3
54,54,352,5.0,2023-12-13,30,52.8
55,54,352,3.0,2023-12-13,21,23.310000000000002
56,54,352,116.0,2023-12-13,20,10.2
57,57,352,117.0,2024-02-08,13,11.44
58,57,352,124.0,2024-02-08,14,33.04
59,57,352,112.0,2024-02-08,16,33.12
60,60,352,11.0,2024-09-08,5,8.75
61,60,352,101.0,2024-09-08,3,2.64
62,62,352,106.0,2024-09-17,18,15.48
63,62,352,8.0,2024-09-17,29,50.75
64,62,352,127.0,2024-09-17,20,10.2
65,65,352,120.0,2023-12-11,25,47.5
66,65,352,12.0,2023-12-11,9,15.299999999999999
67,65,352,15.0,2023-12-11,29,23.490000000000002
68,68,352,19.0,2023-12-27,12,6.959999999999999
69,68,352,119.0,2023-12-27,22,31.02
70,70,352,103.0,2024-09-07,20,43.0
71,70,352,7.0,2024-09-07,20,10.4
72,70,352,10.0,2024-09-07,5,11.7
73,73,352,116.0,2024-03-03,16,8.16
74,73,352,1.0,2024-03-03,29,56.839999999999996
75,73,352,18.0,2024-03-03,3,1.77
76,73,352,117.0,2024-03-03,5,4.4
77,73,352,6.0,2024-03-03,11,9.790000000000001
78,78,352,24.0,2023-11-27,11,11.33
79,78,352,14.0,2023-11-27,29,31.610000000000003
80,78,352,10.0,2023-11-27,27,63.17999999999999
81,78,352,1.0,2023-11-27,19,37.24
82,82,352,120.0,2024-02-09,17,32.3
83,82,352,128.0,2024-02-09,4,5.2
84,82,352,24.0,2024-02-09,19,19.57
85,85,352,111.0,2024-01-23,23,30.130000000000003
86,85,352,5.0,2024-01-23,22,38.72
87,85,352,112.0,2024-01-23,20,41.4
88,85,352,2.0,2024-01-23,29,60.61
89,85,352,120.0,2024-01-23,7,13.299999999999999
90,90,352,126.0,2023-10-06,28,65.8
91,90,352,111.0,2023-10-06,27,35.370000000000005
92,90,352,15.0,2023-10-06,18,14.580000000000002
93,90,352,9.0,2023-10-06,13,23.01
94,90,352,117.0,2023-10-06,25,22.0
95,95,352,123.0,2024-06-01,15,15.75
96,95,352,127.0,2024-06-01,8,4.08
97,97,352,101.0,2024-03-27,18,15.84
98,97,352,4.0,2024-03-27,26,53.3
99,99,352,106.0,2023-12-21,29,24.94
100,99,352,16.0,2023-12-21,28,41.16
101,99,352,109.0,2023-12-21,5,9.6
102,99,352,11.0,2023-12-21,21,36.75
103,99,352,17.0,2023-12-21,9,12.78
104,104,352,2.0,2023-10-28,8,16.72
105,104,352,118.0,2023-10-28,21,34.44
106,104,352,120.0,2023-10-28,5,9.5
107,104,352,22.0,2023-10-28,23,49.220000000000006
108,104,352,117.0,2023-10-28,28,24.64
109,109,352,127.0,2024-08-20,20,10.2
110,109,352,3.0,2024-08-20,20,22.200000000000003
111,111,352,123.0,2023-11-17,4,4.2
112,111,352,9.0,2023-11-17,28,49.56
113,111,352,121.0,2023-11-17,17,28.56
114,111,352,18.0,2023-11-17,14,8.26
115,111,352,108.0,2023-11-17,15,14.7
116,116,352,24.0,2024-07-27,20,20.6
117,116,352,127.0,2024-07-27,25,12.75
118,116,352,107.0,2024-07-27,21,49.35
119,116,352,122.0,2024-07-27,8,7.84
120,116,352,112.0,2024-07-27,16,33.12
121,121,352,111.0,2023-11-11,3,3.93
122,121,352,127.0,2023-11-11,3,1.53
123,121,352,118.0,2023-11-11,12,19.68
124,121,352,20.0,2023-11-11,25,47.75
125,125,494,117.0,2023-11-25,26,22.88
126,125,494,125.0,2023-11-25,14,11.200000000000001
127,127,494,121.0,2024-09-05,24,40.32
128,127,494,123.0,2024-09-05,29,30.450000000000003
129,127,494,125.0,2024-09-05,17,13.600000000000001
130,127,494,128.0,2024-09-05,2,2.6
131,127,494,10.0,2024-09-05,29,67.86
132,132,494,3.0,2024-02-22,1,1.11
133,132,494,9.0,2024-02-22,20,35.4
134,134,494,7.0,2024-08-20,17,8.84
135,134,494,22.0,2024-08-20,24,51.36
136,134,494,24.0,2024-08-20,13,13.39
137,134,494,128.0,2024-08-20,11,14.3
138,138,494,126.0,2024-07-11,30,70.5
139,138,494,118.0,2024-07-11,27,44.279999999999994
140,138,494,16.0,2024-07-11,24,35.28
141,138,494,124.0,2024-07-11,12,28.32
142,142,494,15.0,2023-11-23,19,15.39
143,142,494,3.0,2023-11-23,2,2.22
144,142,494,123.0,2023-11-23,24,25.200000000000003
145,142,494,23.0,2023-11-23,23,35.19
146,146,494,11.0,2024-09-12,19,33.25
147,146,494,22.0,2024-09-12,7,14.98
148,146,494,121.0,2024-09-12,7,11.76
149,146,494,110.0,2024-09-12,28,36.120000000000005
150,146,494,23.0,2024-09-12,6,9.18
151,151,494,109.0,2024-05-03,7,13.44
152,151,494,15.0,2024-05-03,26,21.060000000000002
153,151,494,121.0,2024-05-03,9,15.12
154,154,494,8.0,2023-11-21,29,50.75
155,154,494,122.0,2023-11-21,2,1.96
156,154,494,10.0,2023-11-21,13,30.419999999999998
157,154,494,121.0,2023-11-21,8,13.44
158,154,494,6.0,2023-11-21,15,13.35
159,159,494,119.0,2024-07-17,17,23.97
160,159,494,112.0,2024-07-17,2,4.14
161,161,494,10.0,2023-10-19,5,11.7
162,161,494,121.0,2023-10-19,15,25.2
163,161,494,13.0,2023-10-19,1,1.49
164,164,494,1.0,2024-01-22,10,19.6
165,164,494,15.0,2024-01-22,15,12.15
166,164,494,126.0,2024-01-22,21,49.35
167,164,494,116.0,2024-01-22,7,3.5700000000000003
168,164,494,117.0,2024-01-22,18,15.84
169,169,494,109.0,2024-06-09,16,30.72
170,169,494,12.0,2024-06-09,18,30.599999999999998
171,169,494,14.0,2024-06-09,8,8.72
172,172,494,2.0,2023-12-04,22,45.98
173,172,494,110.0,2023-12-04,13,16.77
174,174,494,121.0,2023-11-23,18,30.24
175,174,494,6.0,2023-11-23,15,13.35
176,174,494,8.0,2023-11-23,5,8.75
177,174,494,13.0,2023-11-23,14,20.86
178,178,494,122.0,2024-09-01,6,5.88
179,178,494,2.0,2024-09-01,25,52.25
180,180,494,14.0,2024-04-04,10,10.9
181,180,494,19.0,2024-04-04,13,7.539999999999999
182,180,494,125.0,2024-04-04,24,19.200000000000003
183,183,494,110.0,2024-04-13,26,33.54
184,183,494,20.0,2024-04-13,13,24.83
185,183,494,17.0,2024-04-13,2,2.84
186,183,494,122.0,2024-04-13,4,3.92
187,187,494,106.0,2023-12-20,28,24.08
188,187,494,19.0,2023-12-20,8,4.64
189,187,494,23.0,2023-12-20,15,22.95
190,187,494,107.0,2023-12-20,22,51.7
191,191,494,104.0,2024-08-27,17,18.19
192,191,494,116.0,2024-08-27,12,6.12
193,193,494,18.0,2024-09-04,17,10.03
194,193,494,22.0,2024-09-04,5,10.700000000000001
195,193,494,20.0,2024-09-04,17,32.47
196,193,494,104.0,2024-09-04,10,10.700000000000001
197,193,494,9.0,2024-09-04,1,1.77
198,198,494,13.0,2024-05-15,12,17.88
199,198,494,1.0,2024-05-15,5,9.8
200,198,494,24.0,2024-05-15,8,8.24
201,201,494,16.0,2023-10-18,24,35.28
202,201,494,24.0,2023-10-18,27,27.810000000000002
203,201,494,119.0,2023-10-18,26,36.66
204,204,494,109.0,2024-06-03,4,7.68
205,204,494,106.0,2024-06-03,29,24.94
206,206,494,112.0,2023-10-23,21,43.47
207,206,494,106.0,2023-10-23,6,5.16
208,206,494,14.0,2023-10-23,11,11.99
209,209,494,123.0,2023-12-23,14,14.700000000000001
210,209,494,101.0,2023-12-23,3,2.64
211,209,494,12.0,2023-12-23,29,49.3
212,212,494,18.0,2024-02-14,28,16.52
213,212,494,123.0,2024-02-14,6,6.300000000000001
214,212,494,104.0,2024-02-14,14,14.98
215,212,494,22.0,2024-02-14,19,40.660000000000004
216,212,494,6.0,2024-02-14,15,13.35
217,217,494,22.0,2024-02-25,23,49.220000000000006
218,217,494,5.0,2024-02-25,21,36.96
219,217,494,14.0,2024-02-25,6,6.540000000000001
220,217,494,127.0,2024-02-25,4,2.04
221,221,494,3.0,2023-11-15,10,11.100000000000001
222,221,494,109.0,2023-11-15,29,55.68
223,221,494,108.0,2023-11-15,1,0.98
224,224,494,101.0,2024-03-15,28,24.64
225,224,494,127.0,2024-03-15,12,6.12
226,226,494,101.0,2024-02-14,13,11.44
227,226,494,126.0,2024-02-14,10,23.5
228,228,494,126.0,2023-11-18,2,4.7
229,228,494,11.0,2023-11-18,29,50.75
230,230,494,113.0,2023-10-08,13,13.26
231,230,494,18.0,2023-10-08,11,6.489999999999999
232,230,494,124.0,2023-10-08,20,47.199999999999996
233,230,494,14.0,2023-10-08,17,18.53
234,230,494,111.0,2023-10-08,12,15.72
235,235,494,17.0,2024-07-15,27,38.339999999999996
236,235,494,121.0,2024-07-15,25,42.0
237,235,494,7.0,2024-07-15,18,9.36
238,238,494,110.0,2023-12-04,21,27.09
239,238,494,101.0,2023-12-04,10,8.8
240,238,494,1.0,2023-12-04,9,17.64
241,238,494,11.0,2023-12-04,18,31.5
242,238,494,116.0,2023-12-04,1,0.51
243,243,494,108.0,2024-08-12,13,12.74
244,243,494,122.0,2024-08-12,24,23.52
245,243,494,23.0,2024-08-12,8,12.24
246,243,494,125.0,2024-08-12,5,4.0
247,247,494,125.0,2024-06-14,4,3.2
248,247,494,1.0,2024-06-14,16,31.36
249,249,494,108.0,2024-06-20,29,28.419999999999998
250,249,494,20.0,2024-06-20,16,30.56
251,249,494,7.0,2024-06-20,12,6.24
252,249,494,103.0,2024-06-20,19,40.85
253,249,494,124.0,2024-06-20,1,2.36
254,254,494,15.0,2024-01-11,5,4.050000000000001
255,254,494,121.0,2024-01-11,16,26.88
256,256,494,21.0,2023-10-20,18,41.22
257,256,494,11.0,2023-10-20,4,7.0
258,256,494,23.0,2023-10-20,5,7.65
259,259,494,10.0,2024-04-21,18,42.12
260,259,494,128.0,2024-04-21,29,37.7
261,261,494,9.0,2024-06-10,9,15.93
262,261,494,125.0,2024-06-10,6,4.800000000000001
263,263,494,103.0,2024-08-01,28,60.199999999999996
264,263,494,112.0,2024-08-01,10,20.7
265,265,494,3.0,2024-04-08,14,15.540000000000001
266,265,494,17.0,2024-04-08,23,32.66
267,265,494,114.0,2024-04-08,10,23.599999999999998
268,268,494,120.0,2024-01-23,20,38.0
269,268,494,116.0,2024-01-23,23,11.73
270,270,494,12.0,2023-10-22,24,40.8
271,270,494,8.0,2023-10-22,13,22.75
272,272,494,128.0,2023-10-04,7,9.1
273,272,494,19.0,2023-10-04,20,11.6
274,272,494,13.0,2023-10-04,22,32.78
275,272,494,16.0,2023-10-04,28,41.16
276,272,494,122.0,2023-10-04,22,21.56
277,277,494,2.0,2024-01-12,5,10.45
278,277,494,6.0,2024-01-12,3,2.67
279,277,494,119.0,2024-01-12,8,11.28
280,280,494,13.0,2023-11-01,3,4.47
281,280,494,104.0,2023-11-01,14,14.98
282,280,494,117.0,2023-11-01,27,23.76
283,280,494,124.0,2023-11-01,10,23.599999999999998
284,280,494,22.0,2023-11-01,2,4.28
285,285,494,115.0,2024-07-17,9,9.450000000000001
286,285,494,17.0,2024-07-17,24,34.08
287,287,494,118.0,2023-10-06,21,34.44
288,287,494,13.0,2023-10-06,26,38.74
289,287,494,1.0,2023-10-06,4,7.84
290,287,494,126.0,2023-10-06,20,47.0
291,291,494,113.0,2024-01-07,7,7.140000000000001
292,291,494,15.0,2024-01-07,4,3.24
293,291,494,5.0,2024-01-07,2,3.52
294,294,494,127.0,2024-08-20,25,12.75
295,294,494,10.0,2024-08-20,7,16.38
296,294,494,5.0,2024-08-20,18,31.68
297,294,494,101.0,2024-08-20,28,24.64
298,298,494,17.0,2024-07-21,23,32.66
299,298,494,16.0,2024-07-21,24,35.28
300,298,494,21.0,2024-07-21,10,22.9
301,298,494,117.0,2024-07-21,23,20.24
302,298,494,101.0,2024-07-21,11,9.68
303,303,494,1.0,2024-06-11,25,49.0
304,303,494,119.0,2024-06-11,2,2.82
305,303,494,7.0,2024-06-11,19,9.88
306,303,494,109.0,2024-06-11,4,7.68
307,307,494,2.0,2024-08-19,1,2.09
308,307,494,113.0,2024-08-19,27,27.54
309,309,494,13.0,2023-10-01,22,32.78
310,309,494,101.0,2023-10-01,21,18.48
311,311,494,111.0,2024-07-01,16,20.96
312,311,494,128.0,2024-07-01,18,23.400000000000002
313,313,494,2.0,2024-09-14,20,41.8
314,313,494,121.0,2024-09-14,12,20.16
315,313,494,105.0,2024-09-14,28,48.72
316,313,494,6.0,2024-09-14,16,14.24
317,313,494,11.0,2024-09-14,27,47.25
318,318,494,3.0,2023-10-09,6,6.66
319,318,494,112.0,2023-10-09,18,37.26
320,320,494,116.0,2023-10-13,13,6.63
321,320,494,121.0,2023-10-13,11,18.48
322,322,494,18.0,2024-07-02,10,5.8999999999999995
323,322,494,114.0,2024-07-02,17,40.12
324,322,494,10.0,2024-07-02,26,60.839999999999996
325,322,494,19.0,2024-07-02,10,5.8
326,322,494,111.0,2024-07-02,25,32.75
327,327,494,8.0,2023-11-09,29,50.75
328,327,494,127.0,2023-11-09,12,6.12
329,327,494,119.0,2023-11-09,25,35.25
330,330,494,108.0,2024-05-27,20,19.6
331,330,494,113.0,2024-05-27,3,3.06
332,330,494,19.0,2024-05-27,12,6.959999999999999
333,330,494,10.0,2024-05-27,17,39.78
334,330,494,1.0,2024-05-27,3,5.88
335,335,494,103.0,2024-01-14,27,58.05
336,335,494,1.0,2024-01-14,30,58.8
337,335,494,107.0,2024-01-14,15,35.25
338,335,494,104.0,2024-01-14,6,6.42
339,339,494,126.0,2024-09-07,29,68.15
340,339,494,114.0,2024-09-07,3,7.08
341,339,494,9.0,2024-09-07,13,23.01
342,339,494,113.0,2024-09-07,21,21.42
343,343,494,105.0,2024-05-09,28,48.72
344,343,494,7.0,2024-05-09,8,4.16
345,345,494,8.0,2024-03-31,26,45.5
346,345,494,17.0,2024-03-31,16,22.72
347,347,494,16.0,2024-02-18,30,44.1
348,347,494,119.0,2024-02-18,23,32.43
349,349,494,105.0,2024-03-05,11,19.14
350,349,494,125.0,2024-03-05,23,18.400000000000002
351,349,494,114.0,2024-03-05,16,37.76
352,349,494,17.0,2024-03-05,28,39.76
353,349,494,124.0,2024-03-05,16,37.76
354,354,494,23.0,2024-09-05,11,16.830000000000002
355,354,494,7.0,2024-09-05,16,8.32
356,356,494,117.0,2024-09-10,18,15.84
357,356,494,10.0,2024-09-10,6,14.04
358,356,494,120.0,2024-09-10,22,41.8
359,356,494,119.0,2024-09-10,3,4.2299999999999995
360,356,494,109.0,2024-09-10,23,44.16
361,361,494,5.0,2024-04-03,3,5.28
362,361,494,106.0,2024-04-03,28,24.08
363,363,494,5.0,2023-09-26,23,40.48
364,363,494,13.0,2023-09-26,13,19.37
365,365,494,22.0,2024-07-11,18,38.52
366,365,494,24.0,2024-07-11,18,18.54
367,365,494,127.0,2024-07-11,29,14.790000000000001
368,365,494,23.0,2024-07-11,17,26.01
369,369,494,101.0,2024-02-25,23,20.24
370,369,494,1.0,2024-02-25,4,7.84
371,369,494,12.0,2024-02-25,10,17.0
372,369,494,23.0,2024-02-25,11,16.830000000000002
373,369,494,122.0,2024-02-25,26,25.48
374,374,494,3.0,2024-06-08,23,25.53
375,374,494,115.0,2024-06-08,24,25.200000000000003
376,374,494,128.0,2024-06-08,2,2.6
377,377,494,105.0,2023-10-30,2,3.48
378,377,494,123.0,2023-10-30,17,17.85
379,377,494,125.0,2023-10-30,5,4.0
380,377,494,23.0,2023-10-30,30,45.9
381,381,494,15.0,2024-01-27,15,12.15
382,381,494,17.0,2024-01-27,9,12.78
383,381,494,124.0,2024-01-27,11,25.959999999999997
384,381,494,113.0,2024-01-27,12,12.24
385,381,494,109.0,2024-01-27,21,40.32
386,386,262,128.0,2024-03-07,1,1.3
387,386,262,118.0,2024-03-07,20,32.8
388,386,262,113.0,2024-03-07,28,28.560000000000002
389,386,262,9.0,2024-03-07,12,21.240000000000002
390,386,262,122.0,2024-03-07,4,3.92
391,391,262,5.0,2024-06-24,24,42.24
392,391,262,110.0,2024-06-24,15,19.35
393,393,262,121.0,2024-01-27,30,50.4
394,393,262,15.0,2024-01-27,15,12.15
395,393,262,111.0,2024-01-27,3,3.93
396,393,262,105.0,2024-01-27,13,22.62
397,393,262,120.0,2024-01-27,13,24.7
398,398,262,104.0,2023-12-27,20,21.400000000000002
399,398,262,114.0,2023-12-27,9,21.24
400,398,262,107.0,2023-12-27,25,58.75
401,401,262,109.0,2023-11-26,2,3.84
402,401,262,111.0,2023-11-26,12,15.72
403,403,262,15.0,2024-01-24,12,9.72
404,403,262,20.0,2024-01-24,29,55.39
405,403,262,118.0,2024-01-24,29,47.559999999999995
406,406,262,13.0,2023-12-10,5,7.45
407,406,262,102.0,2023-12-10,25,48.25
408,406,262,22.0,2023-12-10,30,64.2
409,406,262,104.0,2023-12-10,6,6.42
410,406,262,8.0,2023-12-10,26,45.5
411,411,262,16.0,2023-12-18,10,14.7
412,411,262,117.0,2023-12-18,14,12.32
413,411,262,11.0,2023-12-18,18,31.5
414,411,262,112.0,2023-12-18,13,26.909999999999997
415,415,262,12.0,2023-12-12,19,32.3
416,415,262,3.0,2023-12-12,20,22.200000000000003
417,415,262,9.0,2023-12-12,27,47.79
418,418,262,123.0,2024-03-13,19,19.95
419,418,262,117.0,2024-03-13,29,25.52
420,420,262,23.0,2023-11-17,22,33.660000000000004
421,420,262,14.0,2023-11-17,24,26.160000000000004
422,422,262,124.0,2024-03-05,20,47.199999999999996
423,422,262,122.0,2024-03-05,3,2.94
424,424,262,118.0,2024-09-21,26,42.64
425,424,262,123.0,2024-09-21,3,3.1500000000000004
426,424,262,128.0,2024-09-21,9,11.700000000000001
427,427,262,109.0,2023-12-30,8,15.36
428,427,262,17.0,2023-12-30,11,15.62
429,427,262,15.0,2023-12-30,3,2.43
430,427,262,18.0,2023-12-30,10,5.8999999999999995
431,431,262,11.0,2024-09-04,27,47.25
432,431,262,119.0,2024-09-04,28,39.48
433,431,262,7.0,2024-09-04,18,9.36
434,431,262,15.0,2024-09-04,24,19.44
435,431,262,2.0,2024-09-04,26,54.339999999999996
436,436,262,2.0,2024-03-08,20,41.8
437,436,262,19.0,2024-03-08,8,4.64
438,436,262,118.0,2024-03-08,4,6.56
439,439,262,123.0,2023-11-21,18,18.900000000000002
440,439,262,4.0,2023-11-21,3,6.1499999999999995
441,439,262,104.0,2023-11-21,18,19.26
442,439,262,122.0,2023-11-21,30,29.4
443,439,262,103.0,2023-11-21,16,34.4
444,444,262,121.0,2023-11-06,5,8.4
445,444,262,103.0,2023-11-06,17,36.55
446,446,262,112.0,2024-03-05,9,18.63
447,446,262,8.0,2024-03-05,7,12.25
448,446,262,22.0,2024-03-05,26,55.64
449,446,262,3.0,2024-03-05,12,13.32
450,446,262,110.0,2024-03-05,11,14.190000000000001
451,451,262,118.0,2024-01-10,26,42.64
452,451,262,105.0,2024-01-10,30,52.2
453,451,262,112.0,2024-01-10,19,39.33
454,451,262,14.0,2024-01-10,8,8.72
455,455,262,9.0,2023-10-28,24,42.480000000000004
456,455,262,127.0,2023-10-28,10,5.1
457,455,262,115.0,2023-10-28,22,23.1
458,458,262,116.0,2023-12-19,10,5.1
459,458,262,126.0,2023-12-19,2,4.7
460,458,262,1.0,2023-12-19,29,56.839999999999996
461,458,262,127.0,2023-12-19,10,5.1
462,458,262,101.0,2023-12-19,8,7.04
463,463,262,116.0,2024-08-24,13,6.63
464,463,262,102.0,2024-08-24,15,28.95
465,463,262,8.0,2024-08-24,8,14.0
466,466,262,118.0,2023-10-29,2,3.28
467,466,262,1.0,2023-10-29,3,5.88
468,466,262,111.0,2023-10-29,11,14.41
469,469,262,22.0,2024-09-21,28,59.92
470,469,262,124.0,2024-09-21,6,14.16
471,469,262,21.0,2024-09-21,3,6.87
472,469,262,118.0,2024-09-21,11,18.04
473,469,262,106.0,2024-09-21,2,1.72
474,474,262,117.0,2024-03-21,7,6.16
475,474,262,15.0,2024-03-21,24,19.44
476,474,262,101.0,2024-03-21,14,12.32
477,474,262,126.0,2024-03-21,21,49.35
478,474,262,17.0,2024-03-21,21,29.82
479,479,262,122.0,2024-02-21,5,4.9
480,479,262,11.0,2024-02-21,6,10.5
481,479,262,22.0,2024-02-21,5,10.700000000000001
482,482,262,13.0,2024-02-17,14,20.86
483,482,262,6.0,2024-02-17,24,21.36
484,484,262,113.0,2024-06-27,7,7.140000000000001
485,484,262,117.0,2024-06-27,23,20.24
486,484,262,3.0,2024-06-27,25,27.750000000000004
487,484,262,108.0,2024-06-27,26,25.48
488,488,262,115.0,2024-05-16,29,30.450000000000003
489,488,262,20.0,2024-05-16,13,24.83
490,490,262,22.0,2024-05-11,20,42.800000000000004
491,490,262,7.0,2024-05-11,29,15.08
492,490,262,4.0,2024-05-11,12,24.599999999999998
493,490,262,123.0,2024-05-11,14,14.700000000000001
494,490,262,16.0,2024-05-11,4,5.88
495,495,262,22.0,2023-10-06,11,23.540000000000003
496,495,262,1.0,2023-10-06,18,35.28
497,495,262,23.0,2023-10-06,12,18.36
498,495,262,18.0,2023-10-06,15,8.85
499,495,262,13.0,2023-10-06,23,34.27
500,500,262,21.0,2023-11-30,25,57.25
501,500,262,103.0,2023-11-30,24,51.599999999999994
502,500,262,115.0,2023-11-30,23,24.150000000000002
503,500,262,121.0,2023-11-30,25,42.0
504,500,262,119.0,2023-11-30,6,8.459999999999999
505,505,262,4.0,2023-12-19,4,8.2
506,505,262,1.0,2023-12-19,25,49.0
507,505,262,127.0,2023-12-19,13,6.63
508,508,262,120.0,2024-04-24,17,32.3
509,508,262,118.0,2024-04-24,11,18.04
510,508,262,1.0,2024-04-24,22,43.12
511,508,262,22.0,2024-04-24,1,2.14
512,512,262,109.0,2024-08-14,1,1.92
513,512,262,2.0,2024-08-14,11,22.99
514,512,262,102.0,2024-08-14,4,7.72
515,512,262,3.0,2024-08-14,3,3.33
516,512,262,122.0,2024-08-14,21,20.58
517,517,262,110.0,2023-10-18,17,21.93
518,517,262,124.0,2023-10-18,28,66.08
519,517,262,105.0,2023-10-18,30,52.2
520,520,262,105.0,2024-01-25,22,38.28
521,520,262,14.0,2024-01-25,22,23.98
522,522,262,5.0,2023-10-01,17,29.92
523,522,262,24.0,2023-10-01,30,30.900000000000002
524,522,262,110.0,2023-10-01,3,3.87
525,522,262,103.0,2023-10-01,2,4.3
526,526,262,118.0,2023-11-06,1,1.64
527,526,262,125.0,2023-11-06,8,6.4
528,526,262,19.0,2023-11-06,4,2.32
529,529,262,6.0,2024-05-11,4,3.56
530,529,262,5.0,2024-05-11,15,26.4
531,531,262,110.0,2024-06-29,10,12.9
532,531,262,114.0,2024-06-29,21,49.559999999999995
533,531,262,102.0,2024-06-29,11,21.23
534,531,262,119.0,2024-06-29,17,23.97
535,531,262,128.0,2024-06-29,29,37.7
536,536,262,117.0,2024-05-16,5,4.4
537,536,262,9.0,2024-05-16,27,47.79
538,536,262,8.0,2024-05-16,18,31.5
539,536,262,111.0,2024-05-16,3,3.93
540,536,262,122.0,2024-05-16,20,19.6
541,541,262,21.0,2024-02-27,25,57.25
542,541,262,114.0,2024-02-27,24,56.64
543,543,262,4.0,2024-01-20,1,2.05
544,543,262,20.0,2024-01-20,18,34.379999999999995
545,543,262,115.0,2024-01-20,6,6.300000000000001
546,546,262,103.0,2024-09-09,11,23.65
547,546,262,14.0,2024-09-09,22,23.98
548,548,262,6.0,2024-05-03,15,13.35
549,548,262,105.0,2024-05-03,7,12.18
550,550,262,103.0,2023-10-17,5,10.75
551,550,262,14.0,2023-10-17,29,31.610000000000003
552,552,262,12.0,2023-11-13,18,30.599999999999998
553,552,262,11.0,2023-11-13,7,12.25
554,552,262,111.0,2023-11-13,18,23.580000000000002
555,555,262,23.0,2024-01-19,11,16.830000000000002
556,555,262,21.0,2024-01-19,27,61.83
557,555,262,127.0,2024-01-19,19,9.69
558,558,262,120.0,2024-07-27,2,3.8
559,558,262,102.0,2024-07-27,28,54.04
560,560,262,21.0,2024-05-01,10,22.9
561,560,262,114.0,2024-05-01,25,59.0
562,560,262,14.0,2024-05-01,25,27.250000000000004
563,563,146,121.0,2024-04-30,5,8.4
564,563,146,6.0,2024-04-30,7,6.23
565,563,146,23.0,2024-04-30,14,21.42
566,563,146,7.0,2024-04-30,11,5.720000000000001
567,563,146,8.0,2024-04-30,25,43.75
568,568,146,8.0,2024-03-13,30,52.5
569,568,146,114.0,2024-03-13,2,4.72
570,568,146,21.0,2024-03-13,9,20.61
571,568,146,105.0,2024-03-13,8,13.92
572,572,146,117.0,2023-10-28,14,12.32
573,572,146,114.0,2023-10-28,4,9.44
574,572,146,13.0,2023-10-28,1,1.49
575,572,146,7.0,2023-10-28,19,9.88
576,576,146,7.0,2023-10-19,30,15.600000000000001
577,576,146,108.0,2023-10-19,19,18.62
578,576,146,1.0,2023-10-19,1,1.96
579,576,146,14.0,2023-10-19,13,14.170000000000002
580,576,146,126.0,2023-10-19,29,68.15
581,581,146,123.0,2024-06-12,18,18.900000000000002
582,581,146,117.0,2024-06-12,6,5.28
